account_id,account_name,total_transactions,total_sent_transactions,total_received_transactions,total_amount_sent,total_amount_received,average_transaction_amount,average_daily_amount,maximum_transaction_amount,minimum_transaction_amount,night_transactions,frequent_receiver,frequent_receiver_count,fraud_transactions
A0274,HelpIndia,180,91,89,1879582,910051,20654.75,24097.21,354518,71,25,A0173,2,8
A0275,Meera Nair,192,106,86,1503189,221274,14181.03,16702.1,481493,58,31,A0032,2,4
A0276,Manoj Verma,196,109,87,2077069,532571,19055.68,21194.58,453111,57,24,A0098,3,7
A0277,Neha Sharma,189,98,91,800887,847871,8172.32,10011.09,382548,81,36,A0037,3,2
A0278,DailyNeeds84,293,97,196,983208,4288225,10136.16,11845.88,345115,86,26,A0347,2,3
A0279,CityWater,247,102,145,1552897,750533,15224.48,18269.38,449794,74,34,A0058,3,7
A0280,Prime Industries,175,99,76,1080231,730593,10911.42,12137.43,181246,150,30,A0130,3,6
A0281,Priya Gupta,177,106,71,1475241,979806,13917.37,16391.57,483922,104,37,A0396,3,5
A0282,DailyNeeds62,285,95,190,1179380,2257961,12414.53,14209.4,464404,73,36,A0199,3,5
A0283,Neha Patel,212,130,82,937346,739866,7210.35,8444.56,186656,55,46,A0053,4,4
A0284,Vikram Sharma,187,107,80,818438,838702,7648.95,8615.14,189047,60,29,A0231,3,4
A0285,ABC Pvt Ltd,179,99,80,5690106,5641202,57475.82,64660.3,336659,65,37,A0012,4,42
A0286,Neha Sharma,163,99,64,448175,751593,4527.02,4979.72,180571,128,37,A0128,2,1
A0287,Arjun Reddy,184,102,82,1766083,1658174,17314.54,19843.63,470792,127,40,A0243,2,7
A0288,MegaStore13,278,94,184,917955,2389021,9765.48,11474.44,326193,127,31,A0133,2,3
A0289,Amit Reddy,190,106,84,1631534,615665,15391.83,17928.95,368681,54,37,A0282,4,7
A0290,Charan Nair,211,122,89,1195931,438946,9802.71,11389.82,349422,155,35,A0104,3,6
A0291,MegaStore6,268,116,152,740218,888891,6381.19,8045.85,176814,77,50,A0436,3,4
A0292,Sneha Gupta,175,95,80,443729,519994,4670.83,5220.34,144301,156,24,A0055,3,2
A0293,Priya Singh,182,95,87,1255811,925147,13219.06,14950.13,356233,97,29,A0269,2,6
A0294,TechWorld45,267,95,172,1887560,755387,19869.05,21449.55,424491,143,40,A0136,2,8
A0295,ABC Pvt Ltd,180,102,78,264974,239602,2597.78,2818.87,4975,69,34,A0168,3,0
A0296,Charan Patel,162,83,79,1349253,1052083,16256.06,17990.04,454687,69,30,A0177,2,5
A0297,Manoj Verma,199,103,96,1204979,1152916,11698.83,14176.22,438221,68,29,A0268,2,5
A0298,BBMP,157,78,79,391029,771625,5013.19,5836.25,174991,53,30,A0341,3,1
A0299,Rohan Patel,174,86,88,4846024,5496603,56349.12,61342.08,232413,174,29,A0252,2,38
A0300,Rahul Kulkarni,174,97,77,995902,861153,10267.03,12448.78,222837,128,40,A0099,3,5
A0301,Divya Rao,140,77,63,1077800,575897,13997.4,15180.28,362732,79,21,A0334,2,6
A0302,Varun Verma,175,106,69,1220061,189991,11510.01,13261.53,446843,83,31,A0050,3,4
A0303,Varun Singh,174,101,73,1033600,789656,10233.66,11613.48,242044,50,34,A0155,3,5
A0304,Rohan Reddy,179,104,75,1333413,1923017,12821.28,14337.77,463388,99,40,A0205,3,4
A0305,Pooja Rao,179,102,77,1414483,179394,13867.48,15716.48,415112,77,31,A0282,2,4
A0306,Anjali Patel,194,103,91,1053006,1437542,10223.36,11700.07,311287,52,26,A0294,3,4
A0307,Manoj Gupta,164,96,68,442179,549557,4606.03,5668.96,145731,89,32,A0012,3,2
A0308,Varun Kulkarni,195,116,79,8232887,3441931,70973.16,83160.47,274349,138,37,A0121,3,61
A0309,MegaStore19,322,104,218,1069665,2701429,10285.24,11501.77,491693,57,36,A0335,2,4
A0310,Priya Patel,160,89,71,1298199,974450,14586.51,16859.73,461218,129,21,A0097,2,5
A0311,Pooja Rao,181,85,96,1348812,1377364,15868.38,17517.04,467670,274,34,A0059,2,5
A0312,Kiran Rao,200,106,94,1252528,1287909,11816.3,13764.04,463048,78,37,A0097,2,4
A0313,Meera Reddy,189,97,92,744002,989409,7670.12,8266.69,173887,52,39,A0482,2,3
A0314,Meera Verma,168,92,76,1018822,1609506,11074.15,13061.82,389088,119,25,A0288,4,3
A0315,KarnatakaGas,267,87,180,1212789,3409092,13940.1,15548.58,418293,57,19,A0107,3,4
A0316,Meera Nair,161,91,70,787431,552619,8653.09,9487.12,259952,69,29,A0075,3,3
A0317,Rahul Sharma,182,108,74,884980,847767,8194.26,9414.68,351197,70,44,A0373,3,3
A0318,HelpIndia,197,115,82,996296,781112,8663.44,9962.96,300728,127,49,A0249,3,3
A0319,MegaStore69,261,98,163,517404,2531954,5279.63,5879.59,212449,88,26,A0048,2,2
A0320,Amit Gupta,164,106,58,836744,969740,7893.81,9617.75,191348,53,31,A0326,2,4
A0321,PowerGrid,260,95,165,761101,1779367,8011.59,9060.73,279364,68,24,A0122,3,3
A0322,Anjali Patel,192,101,91,957622,773687,9481.41,10882.07,199366,187,32,A0348,3,4
A0323,Asha Reddy,167,105,62,846404,707989,8060.99,9404.49,304853,110,35,A0080,3,2
A0324,Divya Rao,153,84,69,1195604,1772937,14233.38,15731.63,417922,124,32,A0269,2,4
A0325,SmileTrust,185,111,74,1277878,707177,11512.41,12907.86,350126,114,32,A0211,3,4
A0326,FreshMart6,278,109,169,1158029,1569445,10624.12,12866.99,310659,184,27,A0431,3,5
A0327,Divya Gupta,192,101,91,1461089,1085427,14466.23,16603.28,230391,123,38,A0416,2,8
A0328,Rahul Shetty,176,91,85,6390378,5099338,70223.93,76992.51,495966,74,30,A0392,2,44
A0329,Nikhil Gupta,200,128,72,621082,587065,4852.2,5496.3,308189,127,35,A0384,3,1
A0330,Rahul Patel,187,105,82,723208,467873,6887.7,7379.67,200257,91,37,A0383,3,3
A0331,Kavya Verma,162,93,69,1234106,680439,13269.96,15235.88,482920,50,32,A0357,3,4
A0332,Arjun Rao,180,100,80,869625,913837,8696.25,10111.92,366897,115,32,A0278,2,2
A0333,Priya Verma,201,111,90,1403492,733484,12644.07,14176.69,309461,299,24,A0127,3,9
A0334,Rahul Reddy,174,87,87,1318898,725602,15159.75,17128.55,404893,61,26,A0190,2,5
A0335,DailyNeeds61,300,98,202,707498,2064487,7219.37,7690.2,293067,52,31,A0168,2,2
A0336,CareFoundation,171,103,68,1927594,1316017,18714.5,21417.71,436146,74,32,A0265,4,6
A0337,Charan Rao,162,80,82,566630,1213200,7082.88,7657.16,167455,106,28,A0444,2,3
A0338,Amit Verma,174,100,74,1420577,1220258,14205.77,15961.54,326712,73,35,A0474,2,6
A0339,Meera Sharma,167,94,73,817452,378293,8696.3,10218.15,297511,127,31,A0016,3,3
A0340,Pooja Rao,182,96,86,813472,2126982,8473.67,9684.19,396966,161,26,A0250,2,2
A0341,CityPharmacy22,257,70,187,851380,2256422,12162.57,13513.97,355678,86,21,A0193,2,3
A0342,Manoj Sharma,178,101,77,1073212,1011643,10625.86,11793.54,450450,55,32,A0190,3,4
A0343,Asha Sharma,182,95,87,1038377,1167968,10930.28,12510.57,346231,259,30,A0454,3,4
A0344,Asha Shetty,174,93,81,5686358,4968116,61143.63,67694.74,330193,65,33,A0409,3,42
A0345,Varun Patel,160,101,59,1912020,563004,18930.89,21011.21,449480,67,40,A0484,2,9
A0346,Pooja Kulkarni,191,115,76,640361,1214492,5568.36,6468.29,182532,160,48,A0175,2,3
A0347,Vikram Shetty,177,108,69,6620506,3587442,61300.98,71188.24,195924,86,35,A0030,3,54
A0348,Meera Patel,180,91,89,814845,1497711,8954.34,9937.13,470083,96,23,A0094,3,2
A0349,Kiran Reddy,201,108,93,1931143,1289423,17880.95,19908.69,455070,57,40,A0097,3,8
A0350,Sneha Gupta,173,84,89,393686,507667,4686.74,5249.15,166165,84,32,A0114,2,1
A0351,CityWater,263,100,163,1253412,980653,12534.12,14243.32,184026,77,35,A0433,2,7
A0352,Divya Kulkarni,191,101,90,1285835,1047690,12731.04,14611.76,370747,69,35,A0132,2,4
A0353,Neha Kulkarni,172,86,86,7068992,5143437,82197.58,94253.23,489509,150,27,A0021,2,43
A0354,Anjali Singh,177,95,82,888275,1672933,9350.26,10328.78,279682,113,37,A0004,2,5
A0355,ABC Pvt Ltd,143,75,68,379786,453391,5063.81,5504.14,198222,67,23,A0094,2,1
A0356,BBMP,168,103,65,694205,953386,6739.85,7800.06,226808,91,36,A0417,3,3
A0357,Deepa Reddy,205,113,92,1649508,277654,14597.42,17736.65,478135,121,37,A0399,2,5
A0358,Rohan Rao,200,110,90,1293975,542442,11763.41,14219.51,412042,56,32,A0033,2,5
A0359,Meera Reddy,164,93,71,407287,1484169,4379.43,4907.07,99326,66,31,A0051,3,2
A0360,Manoj Nair,166,90,76,1386043,1849753,15400.48,18480.57,459440,113,38,A0053,3,4
A0361,Arjun Sharma,169,101,68,910572,1009101,9015.56,10117.47,180157,190,31,A0142,3,6
A0362,Pooja Patel,164,88,76,224188,356616,2547.59,2911.53,4986,68,41,A0036,2,0
A0363,Neha Patel,189,104,85,1231752,763200,11843.77,13388.61,356416,50,35,A0326,3,4
A0364,Amit Kulkarni,175,94,81,1351900,433037,14381.91,16690.12,463977,52,33,A0047,2,4
A0365,Divya Kulkarni,167,81,86,1031952,1359062,12740.15,14136.33,355261,73,32,A0176,2,4
A0366,Neha Reddy,189,101,88,1962735,752762,19433.02,23365.89,497600,147,40,A0097,2,7
A0367,Amit Patel,187,111,76,2363550,1054983,21293.24,23874.24,463446,83,28,A0142,3,8
A0368,Sneha Reddy,152,84,68,1305219,803204,15538.32,17638.09,489727,64,26,A0152,2,4
A0369,Prime Industries,167,85,82,320725,682545,3773.24,4334.12,114191,100,24,A0201,2,1
A0370,ABC Pvt Ltd,181,119,62,1418568,979387,11920.74,13257.64,411315,80,33,A0282,3,4
A0371,Asha Nair,191,98,93,1675384,594083,17095.76,19481.21,277225,179,34,A0106,3,8
A0372,Neha Shetty,167,104,63,1035953,909248,9961.09,11510.59,496153,109,38,A0384,3,3
A0373,MegaStore37,310,100,210,875353,2844533,8753.53,9726.14,343395,86,22,A0252,3,3
A0374,MegaStore97,289,102,187,1175404,1695129,11523.57,12916.53,293245,85,34,A0267,3,4
A0375,MegaStore4,280,99,181,701086,2145422,7081.68,8058.46,198358,62,28,A0012,2,4
A0376,Charan Shetty,184,109,75,1812537,499790,16628.78,19079.34,395009,134,31,A0384,2,7
A0377,Divya Gupta,174,78,96,866181,981756,11104.88,12553.35,353748,111,21,A0084,2,4
A0378,Prime Industries,197,109,88,935717,660903,8584.56,10061.47,448315,72,30,A0497,2,2
A0379,Amit Kulkarni,200,105,95,1456593,1001307,13872.31,15832.53,328392,144,43,A0062,2,6
A0380,Kiran Singh,177,102,75,884182,1184405,8668.45,10281.19,197198,129,30,A0187,2,4
A0381,Varun Reddy,207,109,98,1069165,1559748,9808.85,11254.37,272924,81,43,A0031,2,5
A0382,Asha Shetty,171,96,75,519064,534075,5406.92,6106.64,199164,80,25,A0190,2,2
A0383,Divya Nair,177,97,80,885446,1972536,9128.31,10668.02,411428,161,32,A0271,3,3
A0384,BWSSB,268,86,182,1693957,1923842,19697.17,21442.49,392554,119,22,A0425,2,5
A0385,Meera Singh,170,89,81,717620,580720,8063.15,8859.51,354350,182,30,A0187,2,3
A0386,Sneha Sharma,194,117,77,2610576,628255,22312.62,25847.29,463183,116,40,A0475,3,8
A0387,CareFoundation,194,98,96,417557,1386033,4260.79,4538.66,179521,223,29,A0494,2,1
A0388,Prime Industries,177,95,82,1392847,831557,14661.55,16386.44,445245,260,32,A0268,2,5
A0389,Rohan Shetty,200,111,89,1781189,527705,16046.75,18554.05,456829,75,32,A0431,3,6
A0390,Varun Singh,179,98,81,1226688,817607,12517.22,13939.64,463425,52,36,A0175,3,3
A0391,Asha Patel,206,109,97,1338789,746881,12282.47,14092.52,459387,136,35,A0095,3,5
A0392,Prime Industries,172,81,91,1138548,1542290,14056.15,14786.34,354409,73,27,A0399,2,5
A0393,Varun Patel,175,100,75,1037143,1954761,10371.43,12495.7,249202,84,35,A0458,3,6
A0394,DailyNeeds15,267,91,176,6181028,11512270,67923.38,75378.39,458267,71,27,A0309,2,43
A0395,Anjali Rao,210,107,103,1068085,1155377,9982.1,12137.33,194654,60,35,A0481,4,6
A0396,FreshMart30,292,97,195,778022,2532058,8020.85,9373.76,169087,151,41,A0117,3,4
A0397,CareFoundation,171,91,80,242621,616092,2666.16,3071.15,4980,54,32,A0112,2,0
A0398,Kiran Gupta,212,130,82,1454735,692457,11190.27,13346.19,363410,289,40,A0480,3,6
A0399,Priya Patel,184,95,89,1266269,1262812,13329.15,15442.3,412169,132,37,A0204,2,4
A0400,Varun Verma,171,88,83,1112060,209835,12637.05,14257.18,209373,109,37,A0104,3,6
A0401,IncomeTax,161,100,61,1209569,333772,12095.69,13590.66,379302,51,35,A0097,2,5
A0402,Meera Gupta,174,94,80,1257604,719109,13378.77,14795.34,395939,68,25,A0426,3,5
A0403,Kiran Rao,171,93,78,1041545,651048,11199.41,12548.73,204937,62,17,A0050,3,5
A0404,Charan Gupta,158,86,72,964378,1182867,11213.7,12524.39,420715,79,28,A0152,2,3
A0405,Deepa Nair,177,95,82,1057003,2046543,11126.35,11876.44,492288,50,32,A0441,3,3
A0406,BESCOM,264,99,165,1836350,1122312,18548.99,20867.61,440959,54,37,A0373,3,6
A0407,SmileTrust,187,109,78,1598814,792172,14668.02,16654.31,447560,104,35,A0246,3,5
A0408,Asha Sharma,169,99,70,1956547,852607,19763.1,23572.86,407193,90,33,A0319,2,8
A0409,CityPharmacy89,285,99,186,1300050,2073506,13131.82,15294.71,428716,60,38,A0230,3,5
A0410,Anjali Sharma,160,102,58,1087409,502485,10660.87,11568.18,351192,202,26,A0298,3,5
A0411,Neha Gupta,194,114,80,1526446,766189,13389.88,15736.56,489066,318,46,A0130,3,4
A0412,Vikram Gupta,179,102,77,331528,861048,3250.27,3725.03,61500,50,35,A0192,3,1
A0413,SmileTrust,181,102,79,1861679,556512,18251.75,22429.87,423090,52,41,A0053,3,6
A0414,Kiran Verma,180,103,77,1742700,732799,16919.42,20746.43,401163,62,32,A0097,3,8
A0415,Meera Nair,178,101,77,906920,857660,8979.41,10305.91,345162,51,33,A0031,3,4
A0416,Deepa Kulkarni,186,105,81,921332,563243,8774.59,10237.02,228874,76,46,A0472,2,5
A0417,Priya Kulkarni,208,120,88,792637,1227069,6605.31,8088.13,235926,61,34,A0155,3,4
A0418,KarnatakaTransport,196,103,93,849787,1389235,8250.36,9548.17,354804,64,29,A0384,3,3
A0419,Rahul Verma,183,98,85,1075850,1340315,10978.06,12962.05,390544,61,41,A0485,3,3
A0420,Arjun Reddy,177,102,75,1000828,1263369,9812.04,11914.62,171855,87,29,A0143,2,6
A0421,Kavya Reddy,164,91,73,585547,1369028,6434.58,6730.43,153800,109,35,A0384,2,3
A0422,Anjali Nair,161,85,76,723891,1064540,8516.36,9280.65,179532,75,32,A0246,2,3
A0423,Charan Patel,167,83,84,1379685,1171712,16622.71,17464.37,356425,168,24,A0352,3,7
A0424,Rohan Verma,194,105,89,895202,401740,8525.73,10657.17,247560,52,33,A0394,2,5
A0425,CityPharmacy67,282,92,190,1869832,1812377,20324.26,23972.21,456503,116,30,A0279,3,6
A0426,FreshMart78,289,116,173,1403566,2847388,12099.71,14469.75,224401,97,44,A0268,2,7
A0427,Rahul Rao,165,91,74,1720591,834596,18907.59,21241.86,439079,153,28,A0265,3,7
A0428,HelpIndia,200,108,92,588824,878577,5452.07,6264.09,327131,89,34,A0265,3,1
A0429,Divya Patel,205,105,100,1446585,401262,13777.0,15896.54,399770,78,37,A0431,2,6
A0430,Neha Verma,175,96,79,1103658,673353,11496.44,13138.79,320328,110,36,A0474,3,5
A0431,SmartElectronics35,271,102,169,226593,1247949,2221.5,2545.99,4881,66,28,A0466,2,0
A0432,Nikhil Kulkarni,169,87,82,697816,1537836,8020.87,8722.7,192040,84,30,A0422,2,3
A0433,Sneha Verma,202,104,98,6772608,6953677,65121.23,76961.45,454945,207,46,A0145,3,47
A0434,Divya Nair,188,96,92,1086483,1346241,11317.53,12782.15,465747,59,36,A0205,2,4
A0435,BWSSB,232,94,138,244908,2142985,2605.4,3061.35,4909,203,38,A0249,2,0
A0436,Priya Sharma,188,97,91,1001146,818543,10321.09,11641.23,354487,57,25,A0106,3,4
A0437,Charan Patel,191,98,93,642497,1111465,6556.09,7740.93,157614,78,41,A0279,2,3
A0438,Rohan Gupta,168,95,73,1132213,458177,11918.03,13165.27,402284,96,36,A0232,3,6
A0439,Meera Verma,183,101,82,1247173,1122583,12348.25,14013.18,342972,107,33,A0470,3,5
A0440,TechWorld75,289,100,189,1698432,1558276,16984.32,19522.21,493177,73,37,A0426,3,8
A0441,Varun Shetty,160,86,74,721818,737464,8393.23,9754.3,416400,67,35,A0082,2,2
A0442,Rahul Reddy,188,105,83,1041564,1173315,9919.66,11321.35,451189,152,37,A0257,2,3
A0443,Rahul Patel,185,104,81,7110630,4428516,68371.44,77289.46,199468,165,28,A0030,2,56
A0444,Arjun Shetty,179,96,83,999274,1146942,10409.1,11756.16,484189,311,29,A0191,3,3
A0445,CityPharmacy63,257,74,183,979637,2434443,13238.34,15071.34,225392,175,31,A0287,2,5
A0446,Prime Industries,197,108,89,1351047,1273854,12509.69,14685.29,353036,156,34,A0061,2,5
A0447,DailyNeeds29,316,100,216,535601,4030757,5356.01,5951.12,257887,56,39,A0343,3,2
A0448,Meera Singh,199,98,101,925426,1511444,9443.12,11016.98,265297,63,16,A0098,3,5
A0449,Vikram Shetty,176,99,77,1609632,209572,16258.91,18085.75,432012,61,34,A0037,2,6
A0450,Meera Gupta,180,106,74,710231,289374,6700.29,7891.46,198147,76,35,A0301,3,3
A0451,Rohan Verma,151,83,68,880757,654343,10611.53,12065.16,275440,61,23,A0116,2,4
A0452,Sneha Sharma,195,110,85,397799,1116488,3616.35,4231.9,76151,125,40,A0015,2,2
A0453,Nikhil Shetty,192,118,74,1274420,374900,10800.17,12254.04,487470,99,41,A0122,3,3
A0454,BESCOM,292,109,183,840699,2577053,7712.83,8849.46,285464,93,41,A0387,2,3
A0455,Varun Nair,192,113,79,747813,868179,6617.81,7630.74,267352,211,49,A0082,2,3
A0456,PassportOffice,179,94,85,623203,1623351,6629.82,7508.47,237726,92,42,A0007,3,2
A0457,Kiran Singh,158,93,65,5231934,3395969,56257.35,59453.8,198072,177,29,A0405,2,37
A0458,CityPharmacy98,279,91,188,1780636,1754796,19567.43,20948.66,398808,65,29,A0375,2,6
A0459,Rahul Sharma,186,86,100,1027954,862492,11952.95,13525.71,407082,58,33,A0043,3,5
A0460,Amit Rao,194,110,84,1975139,981143,17955.81,20790.94,498801,71,40,A0319,3,9
A0461,Meera Sharma,182,112,70,1127475,492142,10066.74,11388.64,359222,115,31,A0487,4,5
A0462,Amit Shetty,182,101,81,1893127,1046438,18743.83,21271.09,380474,152,40,A0225,3,8
A0463,Neha Patel,193,114,79,951840,1540104,8349.47,10234.84,451620,62,42,A0047,2,3
A0464,Vikram Verma,180,100,80,760694,889204,7606.94,8743.61,169788,59,32,A0204,2,4
A0465,Priya Sharma,165,98,67,6794602,4959474,69332.67,83883.98,340455,139,29,A0130,2,48
A0466,Divya Gupta,171,94,77,1459046,902853,15521.77,17578.87,492491,180,27,A0481,3,4
A0467,Rohan Reddy,195,108,87,1105245,209754,10233.75,11634.16,206687,61,43,A0440,2,6
A0468,CareFoundation,180,98,82,1463030,348898,14928.88,18062.1,476148,106,22,A0019,2,5
A0469,Rohan Rao,175,106,69,1154114,1069056,10887.87,12967.57,438698,63,34,A0291,3,4
A0470,SmartElectronics19,293,103,190,1489208,2005595,14458.33,16546.76,461117,76,39,A0236,3,6
A0471,Divya Sharma,176,88,88,919602,468043,10450.02,12597.29,440852,83,33,A0384,3,3
A0472,MegaStore37,285,102,183,973755,1837892,9546.62,11875.06,464934,58,36,A0099,3,2
A0473,BESCOM,255,106,149,790426,1246255,7456.85,8499.2,425409,137,38,A0481,3,2
A0474,Manoj Reddy,186,106,80,2031405,199026,19164.2,21610.69,484324,68,47,A0075,3,8
A0475,FreshMart91,260,101,159,1268149,1380063,12555.93,14090.54,355015,52,28,A0481,4,5
A0476,Pooja Verma,182,108,74,2290546,988828,21208.76,25450.51,441829,51,31,A0269,3,8
A0477,XYZ Logistics,172,100,72,1565420,298320,15654.2,17993.33,448386,65,33,A0426,2,6
A0478,Neha Nair,170,102,68,1667596,638802,16348.98,18325.23,413160,109,26,A0285,2,8
A0479,Sneha Shetty,159,81,78,696634,1408942,8600.42,9413.97,191152,155,27,A0119,2,3
A0480,Varun Shetty,176,93,83,752809,889767,8094.72,9180.6,257740,92,31,A0047,3,4
A0481,FreshMart34,313,100,213,1055250,2264755,10552.5,12129.31,370588,136,33,A0198,2,3
A0482,FreshMart52,262,121,141,2134636,1416788,17641.62,20329.87,418777,60,36,A0249,3,9
A0483,Sneha Verma,174,100,74,5596337,4414691,55963.37,66623.06,244065,229,34,A0199,2,44
A0484,MegaStore60,285,87,198,898352,1903853,10325.89,11371.54,420283,123,32,A0397,3,3
A0485,Asha Rao,166,91,75,839488,544289,9225.14,10762.67,206595,171,32,A0270,3,4
A0486,Charan Singh,186,108,78,2487344,686183,23030.96,24873.44,448972,104,34,A0328,2,10
A0487,IncomeTax,158,85,73,1278200,441129,15037.65,16600.0,488116,79,29,A0442,2,3
A0488,Nova Solutions,181,111,70,1114637,240909,10041.77,12115.62,490587,97,40,A0070,3,2
A0489,CareFoundation,168,94,74,323807,853729,3444.76,3997.62,74663,76,27,A0470,2,1
A0490,Asha Kulkarni,205,112,93,1429033,748201,12759.22,14581.97,421146,82,39,A0409,3,7
A0491,Rohan Singh,204,131,73,8414475,5334647,64232.63,80137.86,385966,94,53,A0464,3,61
A0492,Arjun Rao,163,95,68,979941,1009008,10315.17,11394.66,396129,58,37,A0494,2,4
A0493,IncomeTax,170,93,77,1108116,1058279,11915.23,13513.61,378573,64,38,A0188,2,4
A0494,Deepa Gupta,190,94,96,727636,887224,7740.81,9210.58,267821,63,32,A0309,3,3
A0495,Manoj Shetty,198,114,84,1015041,938026,8903.87,10464.34,318727,71,36,A0362,2,5
A0496,Anjali Reddy,167,85,82,706331,839121,8309.78,9417.75,195548,70,26,A0453,2,4
A0497,Meera Reddy,169,92,77,1292225,755771,14045.92,16782.14,381674,63,33,A0319,2,6
A0498,Neha Gupta,193,113,80,1427603,647012,12633.65,13996.11,415129,132,36,A0024,4,6
A0499,Priya Reddy,183,102,81,882787,693613,8654.77,9700.96,405545,80,41,A0475,2,4
A0500,Arjun Gupta,209,123,86,2083607,1578061,16939.89,19656.67,477089,106,41,A0187,3,9
