account_id,account_name,total_transactions,total_sent_transactions,total_received_transactions,total_amount_sent,total_amount_received,average_transaction_amount,average_daily_amount,maximum_transaction_amount,minimum_transaction_amount,night_transactions,frequent_receiver,frequent_receiver_count,fraud_transactions
A0236,FreshMart31,307,108,199,1482130.0,1875942.0,13723.43,14821.3,390517.0,185.0,39,A0422,2,8
A0237,Anjali Nair,201,107,94,7310600.0,4861300.0,68323.36,78608.6,228754.0,203.0,32,A0326,3,51
A0238,CityPharmacy98,279,102,177,7187728.0,12341909.0,70467.92,85568.19,496809.0,73.0,36,A0023,2,47
A0239,Rohan Patel,197,104,93,771118.0,670472.0,7414.6,8117.03,290181.0,193.0,27,A0415,2,4
A0240,PowerGrid,252,94,158,321654.0,1889502.0,3421.85,3971.04,81449.0,115.0,28,A0357,3,1
A0241,Prime Industries,147,82,65,934321.0,1459981.0,11394.16,12798.92,323459.0,100.0,25,A0222,2,4
A0242,Meera Reddy,220,120,100,865615.0,668078.0,7213.46,8486.42,193404.0,80.0,41,A0326,3,4
A0243,Arjun Reddy,176,93,83,586590.0,1771477.0,6307.42,6983.21,138946.0,56.0,30,A0395,3,4
A0244,Sneha Shetty,186,113,73,1380777.0,848449.0,12219.27,13947.24,365680.0,233.0,43,A0116,3,6
A0245,FreshMart47,274,103,171,519754.0,1863792.0,5046.16,5711.58,138091.0,86.0,34,A0284,2,2
A0246,Amit Kulkarni,178,95,83,1164582.0,1340944.0,12258.76,13864.07,425314.0,96.0,26,A0380,3,3
A0247,ABC Pvt Ltd,184,106,78,1620425.0,537507.0,15287.03,16705.41,373544.0,160.0,34,A0354,2,6
A0248,Amit Patel,163,93,70,1855780.0,702457.0,19954.62,22631.46,243255.0,111.0,31,A0142,4,10
A0249,CityPharmacy65,298,117,181,1362872.0,3014441.0,11648.48,12619.19,271854.0,68.0,40,A0147,4,7
A0250,Asha Sharma,198,102,96,490732.0,252047.0,4811.1,5111.79,149022.0,92.0,31,A0112,3,3
A0251,BBMP,173,99,74,935040.0,552258.0,9444.85,11265.54,352236.0,65.0,31,A0310,3,3
A0252,DailyNeeds34,319,106,213,1602212.0,2630976.0,15115.21,17228.09,375579.0,79.0,36,A0389,2,6
A0253,Pooja Rao,179,94,85,900494.0,778423.0,9579.72,10720.17,309831.0,128.0,35,A0021,3,4
A0254,Manoj Patel,206,116,90,7581939.0,5051069.0,65361.54,75068.7,470454.0,54.0,35,A0415,2,58
A0255,Sneha Kulkarni,210,127,83,2575676.0,665684.0,20280.91,22997.11,487774.0,58.0,45,A0021,3,8
A0256,Anjali Rao,197,104,93,1161515.0,1063766.0,11168.41,12905.72,440888.0,53.0,33,A0006,2,4
A0257,SmartElectronics80,277,93,184,4594644.0,10769415.0,49404.77,57433.05,193256.0,91.0,39,A0007,2,37
A0258,Divya Sharma,180,99,81,1072246.0,891270.0,10830.77,12614.66,203147.0,79.0,31,A0375,3,7
A0259,Nikhil Kulkarni,170,94,76,831006.0,993575.0,8840.49,9892.93,459222.0,53.0,37,A0108,3,2
A0260,Nova Solutions,172,97,75,1297636.0,400898.0,13377.69,14259.74,390133.0,50.0,34,A0483,4,5
A0261,Asha Rao,176,93,83,251522.0,1114036.0,2704.54,3105.21,4992.0,136.0,37,A0440,3,0
A0262,ABC Pvt Ltd,201,108,93,2093850.0,2322176.0,19387.5,21810.94,388996.0,164.0,33,A0079,2,10
A0263,Rohan Verma,189,90,99,1392331.0,1256433.0,15470.34,16979.65,215399.0,81.0,32,A0254,3,8
A0264,Anjali Shetty,172,94,78,606039.0,1397915.0,6447.22,7671.38,314711.0,56.0,31,A0224,2,2
A0265,FreshMart46,316,96,220,681056.0,2808174.0,7094.33,7484.13,164506.0,123.0,28,A0369,2,3
A0266,Rohan Patel,178,92,86,838180.0,1955918.0,9110.65,10885.45,389605.0,78.0,38,A0142,3,3
A0267,Kiran Patel,209,116,93,1523725.0,410812.0,13135.56,15391.16,344659.0,112.0,35,A0188,3,8
A0268,TechWorld90,287,101,186,744371.0,1745780.0,7370.01,8757.31,198637.0,72.0,35,A0071,3,3
A0269,CityPharmacy89,276,96,180,1201111.0,2414911.0,12511.57,14130.72,423100.0,85.0,33,A0409,3,5
A0270,Prime Industries,188,112,76,1052154.0,653618.0,9394.23,11075.31,235216.0,60.0,43,A0099,2,5
A0271,CityPharmacy78,263,100,163,994734.0,2634326.0,9947.34,11842.07,328090.0,110.0,34,A0199,3,5
A0272,Arjun Shetty,171,90,81,1441777.0,194452.0,16019.74,19750.37,407382.0,88.0,30,A0350,2,5
A0273,Priya Shetty,192,102,90,1429752.0,1491430.0,14017.18,17651.26,340314.0,156.0,28,A0259,2,7
A0274,HelpIndia,180,91,89,1879582.0,910051.0,20654.75,24097.21,354518.0,71.0,25,A0173,2,8
A0275,Meera Nair,192,106,86,1503189.0,221274.0,14181.03,16702.1,481493.0,58.0,31,A0032,2,4
A0276,Manoj Verma,196,109,87,2077069.0,532571.0,19055.68,21194.58,453111.0,57.0,24,A0098,3,7
A0277,Neha Sharma,189,98,91,800887.0,847871.0,8172.32,10011.09,382548.0,81.0,36,A0037,3,2
A0278,DailyNeeds84,293,97,196,983208.0,4288225.0,10136.16,11845.88,345115.0,86.0,26,A0347,2,3
A0279,CityWater,247,102,145,1552897.0,750533.0,15224.48,18269.38,449794.0,74.0,34,A0058,3,7
A0280,Prime Industries,175,99,76,1080231.0,730593.0,10911.42,12137.43,181246.0,150.0,30,A0130,3,6
A0281,Priya Gupta,177,106,71,1475241.0,979806.0,13917.37,16391.57,483922.0,104.0,37,A0396,3,5
A0282,DailyNeeds62,285,95,190,1179380.0,2257961.0,12414.53,14209.4,464404.0,73.0,36,A0199,3,5
A0283,Neha Patel,212,130,82,937346.0,739866.0,7210.35,8444.56,186656.0,55.0,46,A0053,4,4
A0284,Vikram Sharma,187,107,80,818438.0,838702.0,7648.95,8615.14,189047.0,60.0,29,A0231,3,4
A0285,ABC Pvt Ltd,179,99,80,5690106.0,5641202.0,57475.82,64660.3,336659.0,65.0,37,A0012,4,42
A0286,Neha Sharma,163,99,64,448175.0,751593.0,4527.02,4979.72,180571.0,128.0,37,A0128,2,1
A0287,Arjun Reddy,184,102,82,1766083.0,1658174.0,17314.54,19843.63,470792.0,127.0,40,A0243,2,7
A0288,MegaStore13,278,94,184,917955.0,2389021.0,9765.48,11474.44,326193.0,127.0,31,A0133,2,3
A0289,Amit Reddy,190,106,84,1631534.0,615665.0,15391.83,17928.95,368681.0,54.0,37,A0282,4,7
A0290,Charan Nair,211,122,89,1195931.0,438946.0,9802.71,11389.82,349422.0,155.0,35,A0104,3,6
A0291,MegaStore6,268,116,152,740218.0,888891.0,6381.19,8045.85,176814.0,77.0,50,A0436,3,4
A0292,Sneha Gupta,175,95,80,443729.0,519994.0,4670.83,5220.34,144301.0,156.0,24,A0055,3,2
A0293,Priya Singh,182,95,87,1255811.0,925147.0,13219.06,14950.13,356233.0,97.0,29,A0269,2,6
A0294,TechWorld45,267,95,172,1887560.0,755387.0,19869.05,21449.55,424491.0,143.0,40,A0136,2,8
A0295,ABC Pvt Ltd,180,102,78,264974.0,239602.0,2597.78,2818.87,4975.0,69.0,34,A0168,3,0
A0296,Charan Patel,162,83,79,1349253.0,1052083.0,16256.06,17990.04,454687.0,69.0,30,A0177,2,5
A0297,Manoj Verma,199,103,96,1204979.0,1152916.0,11698.83,14176.22,438221.0,68.0,29,A0268,2,5
A0298,BBMP,157,78,79,391029.0,771625.0,5013.19,5836.25,174991.0,53.0,30,A0341,3,1
A0299,Rohan Patel,174,86,88,4846024.0,5496603.0,56349.12,61342.08,232413.0,174.0,29,A0252,2,38
A0300,Rahul Kulkarni,174,97,77,995902.0,861153.0,10267.03,12448.78,222837.0,128.0,40,A0099,3,5
A0301,Divya Rao,140,77,63,1077800.0,575897.0,13997.4,15180.28,362732.0,79.0,21,A0334,2,6
A0302,Varun Verma,175,106,69,1220061.0,189991.0,11510.01,13261.53,446843.0,83.0,31,A0050,3,4
A0303,Varun Singh,174,101,73,1033600.0,789656.0,10233.66,11613.48,242044.0,50.0,34,A0155,3,5
A0304,Rohan Reddy,179,104,75,1333413.0,1923017.0,12821.28,14337.77,463388.0,99.0,40,A0205,3,4
A0305,Pooja Rao,179,102,77,1414483.0,179394.0,13867.48,15716.48,415112.0,77.0,31,A0282,2,4
A0306,Anjali Patel,194,103,91,1053006.0,1437542.0,10223.36,11700.07,311287.0,52.0,26,A0294,3,4
A0307,Manoj Gupta,164,96,68,442179.0,549557.0,4606.03,5668.96,145731.0,89.0,32,A0012,3,2
A0308,Varun Kulkarni,195,116,79,8232887.0,3441931.0,70973.16,83160.47,274349.0,138.0,37,A0121,3,61
A0309,MegaStore19,322,104,218,1069665.0,2701429.0,10285.24,11501.77,491693.0,57.0,36,A0335,2,4
A0310,Priya Patel,160,89,71,1298199.0,974450.0,14586.51,16859.73,461218.0,129.0,21,A0097,2,5
A0311,Pooja Rao,181,85,96,1348812.0,1377364.0,15868.38,17517.04,467670.0,274.0,34,A0059,2,5
A0312,Kiran Rao,200,106,94,1252528.0,1287909.0,11816.3,13764.04,463048.0,78.0,37,A0097,2,4
A0313,Meera Reddy,189,97,92,744002.0,989409.0,7670.12,8266.69,173887.0,52.0,39,A0482,2,3
A0314,Meera Verma,168,92,76,1018822.0,1609506.0,11074.15,13061.82,389088.0,119.0,25,A0288,4,3
A0315,KarnatakaGas,267,87,180,1212789.0,3409092.0,13940.1,15548.58,418293.0,57.0,19,A0107,3,4
A0316,Meera Nair,161,91,70,787431.0,552619.0,8653.09,9487.12,259952.0,69.0,29,A0075,3,3
A0317,Rahul Sharma,182,108,74,884980.0,847767.0,8194.26,9414.68,351197.0,70.0,44,A0373,3,3
A0318,HelpIndia,197,115,82,996296.0,781112.0,8663.44,9962.96,300728.0,127.0,49,A0249,3,3
A0319,MegaStore69,261,98,163,517404.0,2531954.0,5279.63,5879.59,212449.0,88.0,26,A0048,2,2
A0320,Amit Gupta,164,106,58,836744.0,969740.0,7893.81,9617.75,191348.0,53.0,31,A0326,2,4
A0321,PowerGrid,260,95,165,761101.0,1779367.0,8011.59,9060.73,279364.0,68.0,24,A0122,3,3
A0322,Anjali Patel,192,101,91,957622.0,773687.0,9481.41,10882.07,199366.0,187.0,32,A0348,3,4
A0323,Asha Reddy,167,105,62,846404.0,707989.0,8060.99,9404.49,304853.0,110.0,35,A0080,3,2
A0324,Divya Rao,153,84,69,1195604.0,1772937.0,14233.38,15731.63,417922.0,124.0,32,A0269,2,4
A0325,SmileTrust,185,111,74,1277878.0,707177.0,11512.41,12907.86,350126.0,114.0,32,A0211,3,4
A0326,FreshMart6,278,109,169,1158029.0,1569445.0,10624.12,12866.99,310659.0,184.0,27,A0431,3,5
A0327,Divya Gupta,192,101,91,1461089.0,1085427.0,14466.23,16603.28,230391.0,123.0,38,A0416,2,8
A0328,Rahul Shetty,176,91,85,6390378.0,5099338.0,70223.93,76992.51,495966.0,74.0,30,A0392,2,44
A0329,Nikhil Gupta,200,128,72,621082.0,587065.0,4852.2,5496.3,308189.0,127.0,35,A0384,3,1
A0330,Rahul Patel,187,105,82,723208.0,467873.0,6887.7,7379.67,200257.0,91.0,37,A0383,3,3
A0331,Kavya Verma,162,93,69,1234106.0,680439.0,13269.96,15235.88,482920.0,50.0,32,A0357,3,4
A0332,Arjun Rao,180,100,80,869625.0,913837.0,8696.25,10111.92,366897.0,115.0,32,A0278,2,2
A0333,Priya Verma,201,111,90,1403492.0,733484.0,12644.07,14176.69,309461.0,299.0,24,A0127,3,9
A0334,Rahul Reddy,174,87,87,1318898.0,725602.0,15159.75,17128.55,404893.0,61.0,26,A0190,2,5
A0335,DailyNeeds61,300,98,202,707498.0,2064487.0,7219.37,7690.2,293067.0,52.0,31,A0168,2,2
A0336,CareFoundation,171,103,68,1927594.0,1316017.0,18714.5,21417.71,436146.0,74.0,32,A0265,4,6
A0337,Charan Rao,162,80,82,566630.0,1213200.0,7082.88,7657.16,167455.0,106.0,28,A0444,2,3
A0338,Amit Verma,174,100,74,1420577.0,1220258.0,14205.77,15961.54,326712.0,73.0,35,A0474,2,6
A0339,Meera Sharma,167,94,73,817452.0,378293.0,8696.3,10218.15,297511.0,127.0,31,A0016,3,3
A0340,Pooja Rao,182,96,86,813472.0,2126982.0,8473.67,9684.19,396966.0,161.0,26,A0250,2,2
A0341,CityPharmacy22,257,70,187,851380.0,2256422.0,12162.57,13513.97,355678.0,86.0,21,A0193,2,3
A0342,Manoj Sharma,178,101,77,1073212.0,1011643.0,10625.86,11793.54,450450.0,55.0,32,A0190,3,4
A0343,Asha Sharma,182,95,87,1038377.0,1167968.0,10930.28,12510.57,346231.0,259.0,30,A0454,3,4
A0344,Asha Shetty,174,93,81,5686358.0,4968116.0,61143.63,67694.74,330193.0,65.0,33,A0409,3,42
A0345,Varun Patel,160,101,59,1912020.0,563004.0,18930.89,21011.21,449480.0,67.0,40,A0484,2,9
A0346,Pooja Kulkarni,191,115,76,640361.0,1214492.0,5568.36,6468.29,182532.0,160.0,48,A0175,2,3
A0347,Vikram Shetty,177,108,69,6620506.0,3587442.0,61300.98,71188.24,195924.0,86.0,35,A0030,3,54
A0348,Meera Patel,180,91,89,814845.0,1497711.0,8954.34,9937.13,470083.0,96.0,23,A0094,3,2
A0349,Kiran Reddy,201,108,93,1931143.0,1289423.0,17880.95,19908.69,455070.0,57.0,40,A0097,3,8
A0350,Sneha Gupta,173,84,89,393686.0,507667.0,4686.74,5249.15,166165.0,84.0,32,A0114,2,1
A0351,CityWater,263,100,163,1253412.0,980653.0,12534.12,14243.32,184026.0,77.0,35,A0433,2,7
A0352,Divya Kulkarni,191,101,90,1285835.0,1047690.0,12731.04,14611.76,370747.0,69.0,35,A0132,2,4
A0353,Neha Kulkarni,172,86,86,7068992.0,5143437.0,82197.58,94253.23,489509.0,150.0,27,A0021,2,43
A0354,Anjali Singh,177,95,82,888275.0,1672933.0,9350.26,10328.78,279682.0,113.0,37,A0004,2,5
A0355,ABC Pvt Ltd,143,75,68,379786.0,453391.0,5063.81,5504.14,198222.0,67.0,23,A0094,2,1
A0356,BBMP,168,103,65,694205.0,953386.0,6739.85,7800.06,226808.0,91.0,36,A0417,3,3
A0357,Deepa Reddy,205,113,92,1649508.0,277654.0,14597.42,17736.65,478135.0,121.0,37,A0399,2,5
A0358,Rohan Rao,200,110,90,1293975.0,542442.0,11763.41,14219.51,412042.0,56.0,32,A0033,2,5
A0359,Meera Reddy,164,93,71,407287.0,1484169.0,4379.43,4907.07,99326.0,66.0,31,A0051,3,2
A0360,Manoj Nair,166,90,76,1386043.0,1849753.0,15400.48,18480.57,459440.0,113.0,38,A0053,3,4
A0361,Arjun Sharma,169,101,68,910572.0,1009101.0,9015.56,10117.47,180157.0,190.0,31,A0142,3,6
A0362,Pooja Patel,164,88,76,224188.0,356616.0,2547.59,2911.53,4986.0,68.0,41,A0036,2,0
A0363,Neha Patel,189,104,85,1231752.0,763200.0,11843.77,13388.61,356416.0,50.0,35,A0326,3,4
A0364,Amit Kulkarni,175,94,81,1351900.0,433037.0,14381.91,16690.12,463977.0,52.0,33,A0047,2,4
A0365,Divya Kulkarni,167,81,86,1031952.0,1359062.0,12740.15,14136.33,355261.0,73.0,32,A0176,2,4
A0366,Neha Reddy,189,101,88,1962735.0,752762.0,19433.02,23365.89,497600.0,147.0,40,A0097,2,7
A0367,Amit Patel,187,111,76,2363550.0,1054983.0,21293.24,23874.24,463446.0,83.0,28,A0142,3,8
A0368,Sneha Reddy,152,84,68,1305219.0,803204.0,15538.32,17638.09,489727.0,64.0,26,A0152,2,4
A0369,Prime Industries,167,85,82,320725.0,682545.0,3773.24,4334.12,114191.0,100.0,24,A0201,2,1
A0370,ABC Pvt Ltd,181,119,62,1418568.0,979387.0,11920.74,13257.64,411315.0,80.0,33,A0282,3,4
A0371,Asha Nair,191,98,93,1675384.0,594083.0,17095.76,19481.21,277225.0,179.0,34,A0106,3,8
A0372,Neha Shetty,167,104,63,1035953.0,909248.0,9961.09,11510.59,496153.0,109.0,38,A0384,3,3
A0373,MegaStore37,310,100,210,875353.0,2844533.0,8753.53,9726.14,343395.0,86.0,22,A0252,3,3
A0374,MegaStore97,289,102,187,1175404.0,1695129.0,11523.57,12916.53,293245.0,85.0,34,A0267,3,4
A0375,MegaStore4,280,99,181,701086.0,2145422.0,7081.68,8058.46,198358.0,62.0,28,A0012,2,4
A0376,Charan Shetty,184,109,75,1812537.0,499790.0,16628.78,19079.34,395009.0,134.0,31,A0384,2,7
A0377,Divya Gupta,174,78,96,866181.0,981756.0,11104.88,12553.35,353748.0,111.0,21,A0084,2,4
A0378,Prime Industries,197,109,88,935717.0,660903.0,8584.56,10061.47,448315.0,72.0,30,A0497,2,2
A0379,Amit Kulkarni,200,105,95,1456593.0,1001307.0,13872.31,15832.53,328392.0,144.0,43,A0062,2,6
A0380,Kiran Singh,177,102,75,884182.0,1184405.0,8668.45,10281.19,197198.0,129.0,30,A0187,2,4
A0381,Varun Reddy,207,109,98,1069165.0,1559748.0,9808.85,11254.37,272924.0,81.0,43,A0031,2,5
A0382,Asha Shetty,171,96,75,519064.0,534075.0,5406.92,6106.64,199164.0,80.0,25,A0190,2,2
A0383,Divya Nair,177,97,80,885446.0,1972536.0,9128.31,10668.02,411428.0,161.0,32,A0271,3,3
A0384,BWSSB,268,86,182,1693957.0,1923842.0,19697.17,21442.49,392554.0,119.0,22,A0425,2,5
A0385,Meera Singh,170,89,81,717620.0,580720.0,8063.15,8859.51,354350.0,182.0,30,A0187,2,3
A0386,Sneha Sharma,194,117,77,2610576.0,628255.0,22312.62,25847.29,463183.0,116.0,40,A0475,3,8
A0387,CareFoundation,194,98,96,417557.0,1386033.0,4260.79,4538.66,179521.0,223.0,29,A0494,2,1
A0388,Prime Industries,177,95,82,1392847.0,831557.0,14661.55,16386.44,445245.0,260.0,32,A0268,2,5
A0389,Rohan Shetty,200,111,89,1781189.0,527705.0,16046.75,18554.05,456829.0,75.0,32,A0431,3,6
A0390,Varun Singh,179,98,81,1226688.0,817607.0,12517.22,13939.64,463425.0,52.0,36,A0175,3,3
A0391,Asha Patel,206,109,97,1338789.0,746881.0,12282.47,14092.52,459387.0,136.0,35,A0095,3,5
A0392,Prime Industries,172,81,91,1138548.0,1542290.0,14056.15,14786.34,354409.0,73.0,27,A0399,2,5
A0393,Varun Patel,175,100,75,1037143.0,1954761.0,10371.43,12495.7,249202.0,84.0,35,A0458,3,6
A0394,DailyNeeds15,267,91,176,6181028.0,11512270.0,67923.38,75378.39,458267.0,71.0,27,A0309,2,43
A0395,Anjali Rao,210,107,103,1068085.0,1155377.0,9982.1,12137.33,194654.0,60.0,35,A0481,4,6
A0396,FreshMart30,292,97,195,778022.0,2532058.0,8020.85,9373.76,169087.0,151.0,41,A0117,3,4
A0397,CareFoundation,171,91,80,242621.0,616092.0,2666.16,3071.15,4980.0,54.0,32,A0112,2,0
A0398,Kiran Gupta,212,130,82,1454735.0,692457.0,11190.27,13346.19,363410.0,289.0,40,A0480,3,6
A0399,Priya Patel,184,95,89,1266269.0,1262812.0,13329.15,15442.3,412169.0,132.0,37,A0204,2,4
A0400,Varun Verma,171,88,83,1112060.0,209835.0,12637.05,14257.18,209373.0,109.0,37,A0104,3,6
A0401,IncomeTax,161,100,61,1209569.0,333772.0,12095.69,13590.66,379302.0,51.0,35,A0097,2,5
A0402,Meera Gupta,174,94,80,1257604.0,719109.0,13378.77,14795.34,395939.0,68.0,25,A0426,3,5
A0403,Kiran Rao,171,93,78,1041545.0,651048.0,11199.41,12548.73,204937.0,62.0,17,A0050,3,5
A0404,Charan Gupta,158,86,72,964378.0,1182867.0,11213.7,12524.39,420715.0,79.0,28,A0152,2,3
A0405,Deepa Nair,177,95,82,1057003.0,2046543.0,11126.35,11876.44,492288.0,50.0,32,A0441,3,3
A0406,BESCOM,264,99,165,1836350.0,1122312.0,18548.99,20867.61,440959.0,54.0,37,A0373,3,6
A0407,SmileTrust,187,109,78,1598814.0,792172.0,14668.02,16654.31,447560.0,104.0,35,A0246,3,5
A0408,Asha Sharma,169,99,70,1956547.0,852607.0,19763.1,23572.86,407193.0,90.0,33,A0319,2,8
A0409,CityPharmacy89,285,99,186,1300050.0,2073506.0,13131.82,15294.71,428716.0,60.0,38,A0230,3,5
A0410,Anjali Sharma,160,102,58,1087409.0,502485.0,10660.87,11568.18,351192.0,202.0,26,A0298,3,5
A0411,Neha Gupta,194,114,80,1526446.0,766189.0,13389.88,15736.56,489066.0,318.0,46,A0130,3,4
A0412,Vikram Gupta,179,102,77,331528.0,861048.0,3250.27,3725.03,61500.0,50.0,35,A0192,3,1
A0413,SmileTrust,181,102,79,1861679.0,556512.0,18251.75,22429.87,423090.0,52.0,41,A0053,3,6
A0414,Kiran Verma,180,103,77,1742700.0,732799.0,16919.42,20746.43,401163.0,62.0,32,A0097,3,8
A0415,Meera Nair,178,101,77,906920.0,857660.0,8979.41,10305.91,345162.0,51.0,33,A0031,3,4
A0416,Deepa Kulkarni,186,105,81,921332.0,563243.0,8774.59,10237.02,228874.0,76.0,46,A0472,2,5
A0417,Priya Kulkarni,208,120,88,792637.0,1227069.0,6605.31,8088.13,235926.0,61.0,34,A0155,3,4
A0418,KarnatakaTransport,196,103,93,849787.0,1389235.0,8250.36,9548.17,354804.0,64.0,29,A0384,3,3
A0419,Rahul Verma,183,98,85,1075850.0,1340315.0,10978.06,12962.05,390544.0,61.0,41,A0485,3,3
A0420,Arjun Reddy,177,102,75,1000828.0,1263369.0,9812.04,11914.62,171855.0,87.0,29,A0143,2,6
A0421,Kavya Reddy,164,91,73,585547.0,1369028.0,6434.58,6730.43,153800.0,109.0,35,A0384,2,3
A0422,Anjali Nair,161,85,76,723891.0,1064540.0,8516.36,9280.65,179532.0,75.0,32,A0246,2,3
A0423,Charan Patel,167,83,84,1379685.0,1171712.0,16622.71,17464.37,356425.0,168.0,24,A0352,3,7
A0424,Rohan Verma,194,105,89,895202.0,401740.0,8525.73,10657.17,247560.0,52.0,33,A0394,2,5
A0425,CityPharmacy67,282,92,190,1869832.0,1812377.0,20324.26,23972.21,456503.0,116.0,30,A0279,3,6
A0426,FreshMart78,289,116,173,1403566.0,2847388.0,12099.71,14469.75,224401.0,97.0,44,A0268,2,7
A0427,Rahul Rao,165,91,74,1720591.0,834596.0,18907.59,21241.86,439079.0,153.0,28,A0265,3,7
A0428,HelpIndia,200,108,92,588824.0,878577.0,5452.07,6264.09,327131.0,89.0,34,A0265,3,1
A0429,Divya Patel,205,105,100,1446585.0,401262.0,13777.0,15896.54,399770.0,78.0,37,A0431,2,6
A0430,Neha Verma,175,96,79,1103658.0,673353.0,11496.44,13138.79,320328.0,110.0,36,A0474,3,5
A0431,SmartElectronics35,271,102,169,226593.0,1247949.0,2221.5,2545.99,4881.0,66.0,28,A0466,2,0
A0432,Nikhil Kulkarni,169,87,82,697816.0,1537836.0,8020.87,8722.7,192040.0,84.0,30,A0422,2,3
A0433,Sneha Verma,202,104,98,6772608.0,6953677.0,65121.23,76961.45,454945.0,207.0,46,A0145,3,47
A0434,Divya Nair,188,96,92,1086483.0,1346241.0,11317.53,12782.15,465747.0,59.0,36,A0205,2,4
A0435,BWSSB,232,94,138,244908.0,2142985.0,2605.4,3061.35,4909.0,203.0,38,A0249,2,0
A0436,Priya Sharma,188,97,91,1001146.0,818543.0,10321.09,11641.23,354487.0,57.0,25,A0106,3,4
A0437,Charan Patel,191,98,93,642497.0,1111465.0,6556.09,7740.93,157614.0,78.0,41,A0279,2,3
A0438,Rohan Gupta,168,95,73,1132213.0,458177.0,11918.03,13165.27,402284.0,96.0,36,A0232,3,6
A0439,Meera Verma,183,101,82,1247173.0,1122583.0,12348.25,14013.18,342972.0,107.0,33,A0470,3,5
A0440,TechWorld75,289,100,189,1698432.0,1558276.0,16984.32,19522.21,493177.0,73.0,37,A0426,3,8
A0441,Varun Shetty,160,86,74,721818.0,737464.0,8393.23,9754.3,416400.0,67.0,35,A0082,2,2
A0442,Rahul Reddy,188,105,83,1041564.0,1173315.0,9919.66,11321.35,451189.0,152.0,37,A0257,2,3
A0443,Rahul Patel,185,104,81,7110630.0,4428516.0,68371.44,77289.46,199468.0,165.0,28,A0030,2,56
A0444,Arjun Shetty,179,96,83,999274.0,1146942.0,10409.1,11756.16,484189.0,311.0,29,A0191,3,3
A0445,CityPharmacy63,257,74,183,979637.0,2434443.0,13238.34,15071.34,225392.0,175.0,31,A0287,2,5
A0446,Prime Industries,197,108,89,1351047.0,1273854.0,12509.69,14685.29,353036.0,156.0,34,A0061,2,5
A0447,DailyNeeds29,316,100,216,535601.0,4030757.0,5356.01,5951.12,257887.0,56.0,39,A0343,3,2
A0448,Meera Singh,199,98,101,925426.0,1511444.0,9443.12,11016.98,265297.0,63.0,16,A0098,3,5
A0449,Vikram Shetty,176,99,77,1609632.0,209572.0,16258.91,18085.75,432012.0,61.0,34,A0037,2,6
A0450,Meera Gupta,180,106,74,710231.0,289374.0,6700.29,7891.46,198147.0,76.0,35,A0301,3,3
A0451,Rohan Verma,151,83,68,880757.0,654343.0,10611.53,12065.16,275440.0,61.0,23,A0116,2,4
A0452,Sneha Sharma,195,110,85,397799.0,1116488.0,3616.35,4231.9,76151.0,125.0,40,A0015,2,2
A0453,Nikhil Shetty,192,118,74,1274420.0,374900.0,10800.17,12254.04,487470.0,99.0,41,A0122,3,3
A0454,BESCOM,292,109,183,840699.0,2577053.0,7712.83,8849.46,285464.0,93.0,41,A0387,2,3
A0455,Varun Nair,192,113,79,747813.0,868179.0,6617.81,7630.74,267352.0,211.0,49,A0082,2,3
A0456,PassportOffice,179,94,85,623203.0,1623351.0,6629.82,7508.47,237726.0,92.0,42,A0007,3,2
A0457,Kiran Singh,158,93,65,5231934.0,3395969.0,56257.35,59453.8,198072.0,177.0,29,A0405,2,37
A0458,CityPharmacy98,279,91,188,1780636.0,1754796.0,19567.43,20948.66,398808.0,65.0,29,A0375,2,6
A0459,Rahul Sharma,186,86,100,1027954.0,862492.0,11952.95,13525.71,407082.0,58.0,33,A0043,3,5
A0460,Amit Rao,194,110,84,1975139.0,981143.0,17955.81,20790.94,498801.0,71.0,40,A0319,3,9
A0461,Meera Sharma,182,112,70,1127475.0,492142.0,10066.74,11388.64,359222.0,115.0,31,A0487,4,5
A0462,Amit Shetty,182,101,81,1893127.0,1046438.0,18743.83,21271.09,380474.0,152.0,40,A0225,3,8
A0463,Neha Patel,193,114,79,951840.0,1540104.0,8349.47,10234.84,451620.0,62.0,42,A0047,2,3
A0464,Vikram Verma,180,100,80,760694.0,889204.0,7606.94,8743.61,169788.0,59.0,32,A0204,2,4
A0465,Priya Sharma,165,98,67,6794602.0,4959474.0,69332.67,83883.98,340455.0,139.0,29,A0130,2,48
A0466,Divya Gupta,171,94,77,1459046.0,902853.0,15521.77,17578.87,492491.0,180.0,27,A0481,3,4
A0467,Rohan Reddy,195,108,87,1105245.0,209754.0,10233.75,11634.16,206687.0,61.0,43,A0440,2,6
A0468,CareFoundation,180,98,82,1463030.0,348898.0,14928.88,18062.1,476148.0,106.0,22,A0019,2,5
A0469,Rohan Rao,175,106,69,1154114.0,1069056.0,10887.87,12967.57,438698.0,63.0,34,A0291,3,4
A0470,SmartElectronics19,293,103,190,1489208.0,2005595.0,14458.33,16546.76,461117.0,76.0,39,A0236,3,6
A0471,Divya Sharma,176,88,88,919602.0,468043.0,10450.02,12597.29,440852.0,83.0,33,A0384,3,3
A0472,MegaStore37,285,102,183,973755.0,1837892.0,9546.62,11875.06,464934.0,58.0,36,A0099,3,2
A0473,BESCOM,255,106,149,790426.0,1246255.0,7456.85,8499.2,425409.0,137.0,38,A0481,3,2
